config,repetition,method,mse,kendall_tau,ranking_accuracy,hard_item_prob
hard_10,25,pec,0.0011060831494961434,0.9999999999999999,1.0,0.1
hard_10,26,mv,0.0018546666666666674,0.9999999999999999,1.0,0.1
hard_10,26,ds,0.0007415000000000008,0.9999999999999999,1.0,0.1
hard_10,26,pec,0.00127914336478775,0.9999999999999999,1.0,0.1
hard_10,27,mv,0.0013715000000000014,0.9999999999999999,1.0,0.1
hard_10,27,ds,0.0004798333333333342,0.9999999999999999,1.0,0.1
hard_10,27,pec,0.0009356097723231086,0.9999999999999999,1.0,0.1
hard_10,28,mv,0.0017401666666666648,0.9999999999999999,1.0,0.1
hard_10,28,ds,0.000582166666666667,0.9999999999999999,1.0,0.1
hard_10,28,pec,0.0010418013974578565,0.9999999999999999,1.0,0.1
hard_10,29,mv,0.002023333333333334,0.9999999999999999,1.0,0.1
hard_10,29,ds,0.001224500000000001,0.9999999999999999,1.0,0.1
hard_10,29,pec,0.0016702703245937683,0.9999999999999999,1.0,0.1
hard_10,30,mv,0.0024801666666666696,0.8666666666666666,0.9333333333333333,0.1
hard_10,30,ds,0.0008635000000000015,0.9999999999999999,1.0,0.1
hard_10,30,pec,0.001536192277803338,0.9999999999999999,1.0,0.1
hard_10,31,mv,0.0018205000000000003,0.9999999999999999,1.0,0.1
hard_10,31,ds,0.0009199999999999995,0.8666666666666666,0.9333333333333333,0.1
hard_10,31,pec,0.0014606906762636717,0.9999999999999999,1.0,0.1
hard_10,32,mv,0.0013133333333333339,0.9999999999999999,1.0,0.1
hard_10,32,ds,0.0006711666666666668,0.9999999999999999,1.0,0.1
hard_10,32,pec,0.0008811007542167253,0.9999999999999999,1.0,0.1
hard_10,33,mv,0.001138499999999999,0.9999999999999999,1.0,0.1
hard_10,33,ds,0.0007006666666666658,0.9999999999999999,1.0,0.1
hard_10,33,pec,0.0010420895523187955,0.9999999999999999,1.0,0.1
hard_10,34,mv,0.001835000000000001,0.9999999999999999,1.0,0.1
hard_10,34,ds,0.0009288333333333336,0.9999999999999999,1.0,0.1
hard_10,34,pec,0.0013697536647945307,0.9999999999999999,1.0,0.1
hard_10,35,mv,0.0017344999999999988,0.9999999999999999,1.0,0.1
hard_10,35,ds,0.0003949999999999998,0.9999999999999999,1.0,0.1
hard_10,35,pec,0.0008586030984707652,0.9999999999999999,1.0,0.1
hard_10,36,mv,0.0020061666666666687,0.9999999999999999,1.0,0.1
hard_10,36,ds,0.0008996666666666681,0.9999999999999999,1.0,0.1
hard_10,36,pec,0.0016309840216435607,0.9999999999999999,1.0,0.1
hard_10,37,mv,0.0020608333333333334,0.9999999999999999,1.0,0.1
hard_10,37,ds,0.0010231666666666677,0.9999999999999999,1.0,0.1
hard_10,37,pec,0.0017754223159323571,0.9999999999999999,1.0,0.1
hard_10,38,mv,0.0016485,0.9999999999999999,1.0,0.1
hard_10,38,ds,0.0009245,0.9999999999999999,1.0,0.1
hard_10,38,pec,0.0011815360548861054,0.9999999999999999,1.0,0.1
hard_10,39,mv,0.0021946666666666646,0.9999999999999999,1.0,0.1
hard_10,39,ds,0.0007756666666666653,0.9999999999999999,1.0,0.1
hard_10,39,pec,0.0012546891327607458,0.9999999999999999,1.0,0.1
hard_10,40,mv,0.001541833333333334,0.9999999999999999,1.0,0.1
hard_10,40,ds,0.000575666666666667,0.9999999999999999,1.0,0.1
hard_10,40,pec,0.0009718121170199361,0.9999999999999999,1.0,0.1
hard_10,41,mv,0.0023371666666666675,0.9999999999999999,1.0,0.1
hard_10,41,ds,0.0011266666666666675,0.9999999999999999,1.0,0.1
hard_10,41,pec,0.0018136164024923024,0.9999999999999999,1.0,0.1
hard_10,42,mv,0.0015045000000000004,0.9999999999999999,1.0,0.1
hard_10,42,ds,0.0006864999999999996,0.9999999999999999,1.0,0.1
hard_10,42,pec,0.0010685368131633712,0.9999999999999999,1.0,0.1
hard_10,43,mv,0.0017098333333333334,0.9999999999999999,1.0,0.1
hard_10,43,ds,0.0009678333333333336,0.9999999999999999,1.0,0.1
hard_10,43,pec,0.001416717416367404,0.9999999999999999,1.0,0.1
hard_10,44,mv,0.001968333333333335,0.9999999999999999,1.0,0.1
hard_10,44,ds,0.0007683333333333345,0.9999999999999999,1.0,0.1
hard_10,44,pec,0.0015907239382251274,0.9999999999999999,1.0,0.1
hard_10,45,mv,0.0014905000000000016,0.9999999999999999,1.0,0.1
hard_10,45,ds,0.00045266666666666746,0.9999999999999999,1.0,0.1
hard_10,45,pec,0.0010487912671830089,0.9999999999999999,1.0,0.1
hard_10,46,mv,0.0011238333333333332,0.9999999999999999,1.0,0.1
hard_10,46,ds,0.0005694999999999996,0.9999999999999999,1.0,0.1
hard_10,46,pec,0.0009540245753888505,0.9999999999999999,1.0,0.1
hard_10,47,mv,0.001974166666666666,0.9999999999999999,1.0,0.1
hard_10,47,ds,0.0008206666666666674,0.9999999999999999,1.0,0.1
hard_10,47,pec,0.0013483660458083722,0.9999999999999999,1.0,0.1
hard_10,48,mv,0.0018901666666666656,0.9999999999999999,1.0,0.1
hard_10,48,ds,0.0008456666666666661,0.9999999999999999,1.0,0.1
hard_10,48,pec,0.0013589770424789983,0.9999999999999999,1.0,0.1
hard_10,49,mv,0.0022289999999999996,0.9999999999999999,1.0,0.1
hard_10,49,ds,0.0009653333333333336,0.9999999999999999,1.0,0.1
hard_10,49,pec,0.0013256342221428924,0.9999999999999999,1.0,0.1
hard_10,50,mv,0.0015906666666666664,0.9999999999999999,1.0,0.1
hard_10,50,ds,0.0005473333333333329,0.9999999999999999,1.0,0.1
hard_10,50,pec,0.001031508537446834,0.9999999999999999,1.0,0.1
hard_10,51,mv,0.0017786666666666662,0.9999999999999999,1.0,0.1
hard_10,51,ds,0.0009500000000000012,0.9999999999999999,1.0,0.1
hard_10,51,pec,0.0012270328841264208,0.9999999999999999,1.0,0.1
hard_10,52,mv,0.0020600000000000015,0.9999999999999999,1.0,0.1
hard_10,52,ds,0.0009503333333333351,0.9999999999999999,1.0,0.1
hard_10,52,pec,0.001431430946630878,0.9999999999999999,1.0,0.1
hard_10,53,mv,0.001567333333333333,0.9999999999999999,1.0,0.1
hard_10,53,ds,0.0004819999999999991,0.9999999999999999,1.0,0.1
hard_10,53,pec,0.0007905142775504678,0.9999999999999999,1.0,0.1
hard_10,54,mv,0.0016861666666666668,0.9999999999999999,1.0,0.1
hard_10,54,ds,0.0007283333333333338,0.9999999999999999,1.0,0.1
hard_10,54,pec,0.0013629614712998145,0.9999999999999999,1.0,0.1
hard_10,55,mv,0.0015909999999999997,0.9999999999999999,1.0,0.1
hard_10,55,ds,0.0006936666666666662,0.9999999999999999,1.0,0.1
hard_10,55,pec,0.0012420273980857583,0.9999999999999999,1.0,0.1
hard_10,56,mv,0.0012206666666666666,0.9999999999999999,1.0,0.1
hard_10,56,ds,0.0004720000000000008,0.9999999999999999,1.0,0.1
hard_10,56,pec,0.0009852099069650162,0.9999999999999999,1.0,0.1
hard_10,57,mv,0.0014808333333333347,0.9999999999999999,1.0,0.1
hard_10,57,ds,0.00040700000000000073,0.9999999999999999,1.0,0.1
hard_10,57,pec,0.0008708720551975291,0.9999999999999999,1.0,0.1
hard_10,58,mv,0.0021948333333333325,0.9999999999999999,1.0,0.1
hard_10,58,ds,0.001044500000000001,0.9999999999999999,1.0,0.1
hard_10,58,pec,0.0016034682739482751,0.9999999999999999,1.0,0.1
hard_10,59,mv,0.0019456666666666676,0.9999999999999999,1.0,0.1
hard_10,59,ds,0.0011919999999999995,0.9999999999999999,1.0,0.1
hard_10,59,pec,0.0016020836205739627,0.9999999999999999,1.0,0.1
hard_10,60,mv,0.000982166666666667,0.9999999999999999,1.0,0.1
hard_10,60,ds,0.000591166666666667,0.9999999999999999,1.0,0.1
hard_10,60,pec,0.0010899371463099904,0.9999999999999999,1.0,0.1
hard_10,61,mv,0.002212666666666665,0.9999999999999999,1.0,0.1
hard_10,61,ds,0.0009965000000000002,0.9999999999999999,1.0,0.1
hard_10,61,pec,0.001340531524085915,0.9999999999999999,1.0,0.1
hard_10,62,mv,0.0022090000000000026,0.9999999999999999,1.0,0.1
hard_10,62,ds,0.0009066666666666681,0.9999999999999999,1.0,0.1
hard_10,62,pec,0.0013998809127129341,0.9999999999999999,1.0,0.1
hard_10,63,mv,0.0020183333333333316,0.9999999999999999,1.0,0.1
hard_10,63,ds,0.0008965000000000005,0.9999999999999999,1.0,0.1
hard_10,63,pec,0.001359603884114034,0.9999999999999999,1.0,0.1
hard_10,64,mv,0.0014394999999999992,0.9999999999999999,1.0,0.1
hard_10,64,ds,0.0005961666666666657,0.9999999999999999,1.0,0.1
hard_10,64,pec,0.0011383127415977585,0.9999999999999999,1.0,0.1
hard_10,65,mv,0.0020606666666666664,0.9999999999999999,1.0,0.1
hard_10,65,ds,0.0009011666666666674,0.9999999999999999,1.0,0.1
hard_10,65,pec,0.001321225525406757,0.9999999999999999,1.0,0.1
hard_10,66,mv,0.0009470000000000008,0.9999999999999999,1.0,0.1
hard_10,66,ds,0.0002998333333333333,0.9999999999999999,1.0,0.1
hard_10,66,pec,0.0005658867951503919,0.9999999999999999,1.0,0.1
hard_10,67,mv,0.0018431666666666672,0.9999999999999999,1.0,0.1
hard_10,67,ds,0.0011733333333333342,0.9999999999999999,1.0,0.1
hard_10,67,pec,0.0016525538734715507,0.9999999999999999,1.0,0.1
hard_10,68,mv,0.0022655,0.9999999999999999,1.0,0.1
hard_10,68,ds,0.0018488333333333343,0.9999999999999999,1.0,0.1
hard_10,68,pec,0.002114633644468804,0.9999999999999999,1.0,0.1
hard_10,69,mv,0.002088666666666668,0.9999999999999999,1.0,0.1
hard_10,69,ds,0.0006778333333333338,0.9999999999999999,1.0,0.1
hard_10,69,pec,0.0009677935933419566,0.9999999999999999,1.0,0.1
hard_10,70,mv,0.0026079999999999988,0.9999999999999999,1.0,0.1
hard_10,70,ds,0.0012673333333333336,0.9999999999999999,1.0,0.1
hard_10,70,pec,0.001521933440623782,0.9999999999999999,1.0,0.1
hard_10,71,mv,0.001958666666666667,0.9999999999999999,1.0,0.1
hard_10,71,ds,0.0014736666666666667,0.9999999999999999,1.0,0.1
hard_10,71,pec,0.0016556916001673663,0.9999999999999999,1.0,0.1
hard_10,72,mv,0.0018188333333333331,0.9999999999999999,1.0,0.1
hard_10,72,ds,0.0010223333333333332,0.9999999999999999,1.0,0.1
hard_10,72,pec,0.001661172994652622,0.9999999999999999,1.0,0.1
hard_10,73,mv,0.0017905000000000006,0.9999999999999999,1.0,0.1
hard_10,73,ds,0.001315333333333334,0.9999999999999999,1.0,0.1
hard_10,73,pec,0.002170304698876599,0.9999999999999999,1.0,0.1
hard_10,74,mv,0.0015658333333333323,0.9999999999999999,1.0,0.1
hard_10,74,ds,0.0008571666666666666,0.9999999999999999,1.0,0.1
hard_10,74,pec,0.0012985880542665175,0.9999999999999999,1.0,0.1
hard_10,75,mv,0.0023538333333333328,0.9999999999999999,1.0,0.1
hard_10,75,ds,0.0013574999999999985,0.9999999999999999,1.0,0.1
hard_10,75,pec,0.0016040511318712919,0.9999999999999999,1.0,0.1
hard_10,76,mv,0.0017675000000000006,0.9999999999999999,1.0,0.1
hard_10,76,ds,0.0007973333333333347,0.9999999999999999,1.0,0.1
hard_10,76,pec,0.0015240871583100948,0.9999999999999999,1.0,0.1
hard_10,77,mv,0.002322166666666668,0.8666666666666666,0.9333333333333333,0.1
hard_10,77,ds,0.0018443333333333343,0.9999999999999999,1.0,0.1
hard_10,77,pec,0.002021917646551467,0.9999999999999999,1.0,0.1
hard_10,78,mv,0.0019456666666666656,0.9999999999999999,1.0,0.1
hard_10,78,ds,0.001007166666666666,0.9999999999999999,1.0,0.1
hard_10,78,pec,0.0014745179418160605,0.9999999999999999,1.0,0.1
hard_10,79,mv,0.0021956666666666648,0.9999999999999999,1.0,0.1
hard_10,79,ds,0.0006959999999999996,0.9999999999999999,1.0,0.1
hard_10,79,pec,0.0011813472440108024,0.9999999999999999,1.0,0.1
hard_10,80,mv,0.0018108333333333338,0.9999999999999999,1.0,0.1
hard_10,80,ds,0.0008351666666666667,0.9999999999999999,1.0,0.1
hard_10,80,pec,0.0013173776660717264,0.9999999999999999,1.0,0.1
hard_10,81,mv,0.001755833333333333,0.9999999999999999,1.0,0.1
hard_10,81,ds,0.0012986666666666674,0.9999999999999999,1.0,0.1
hard_10,81,pec,0.0015188078573664544,0.9999999999999999,1.0,0.1
hard_10,82,mv,0.001768500000000001,0.9999999999999999,1.0,0.1
hard_10,82,ds,0.0006931666666666678,0.9999999999999999,1.0,0.1
hard_10,82,pec,0.001220609809046614,0.9999999999999999,1.0,0.1
hard_10,83,mv,0.0011978333333333335,0.9999999999999999,1.0,0.1
hard_10,83,ds,0.000638166666666667,0.9999999999999999,1.0,0.1
hard_10,83,pec,0.0009438103495232826,0.9999999999999999,1.0,0.1
hard_10,84,mv,0.0014620000000000004,0.9999999999999999,1.0,0.1
hard_10,84,ds,0.0010175000000000004,0.9999999999999999,1.0,0.1
hard_10,84,pec,0.0015069493678532137,0.9999999999999999,1.0,0.1
hard_10,85,mv,0.0013939999999999994,0.9999999999999999,1.0,0.1
hard_10,85,ds,0.0006848333333333325,0.9999999999999999,1.0,0.1
hard_10,85,pec,0.0012351292540526012,0.9999999999999999,1.0,0.1
hard_10,86,mv,0.002707333333333332,0.8666666666666666,0.9333333333333333,0.1
hard_10,86,ds,0.0016164999999999988,0.8666666666666666,0.9333333333333333,0.1
hard_10,86,pec,0.0017645698489064622,0.8666666666666666,0.9333333333333333,0.1
hard_10,87,mv,0.0014631666666666658,0.9999999999999999,1.0,0.1
hard_10,87,ds,0.0007731666666666655,0.9999999999999999,1.0,0.1
hard_10,87,pec,0.0010335687163504246,0.9999999999999999,1.0,0.1
hard_10,88,mv,0.0010366666666666664,0.9999999999999999,1.0,0.1
hard_10,88,ds,0.00047233333333333345,0.9999999999999999,1.0,0.1
hard_10,88,pec,0.0008180743932607479,0.9999999999999999,1.0,0.1
hard_10,89,mv,0.002311499999999998,0.9999999999999999,1.0,0.1
hard_10,89,ds,0.0008198333333333321,0.9999999999999999,1.0,0.1
hard_10,89,pec,0.0012524974336608323,0.9999999999999999,1.0,0.1
hard_10,90,mv,0.0013725000000000005,0.9999999999999999,1.0,0.1
hard_10,90,ds,0.000628333333333334,0.9999999999999999,1.0,0.1
hard_10,90,pec,0.0010651527057566404,0.9999999999999999,1.0,0.1
hard_10,91,mv,0.0014551666666666665,0.9999999999999999,1.0,0.1
hard_10,91,ds,0.0005791666666666667,0.9999999999999999,1.0,0.1
hard_10,91,pec,0.001145569524812265,0.9999999999999999,1.0,0.1
hard_10,92,mv,0.0016378333333333332,0.9999999999999999,1.0,0.1
hard_10,92,ds,0.0008406666666666672,0.9999999999999999,1.0,0.1
hard_10,92,pec,0.001234341136752163,0.9999999999999999,1.0,0.1
hard_10,93,mv,0.0018858333333333348,0.9999999999999999,1.0,0.1
hard_10,93,ds,0.0012959999999999992,0.9999999999999999,1.0,0.1
hard_10,93,pec,0.0019370562241066219,0.9999999999999999,1.0,0.1
hard_10,94,mv,0.0018779999999999984,0.9999999999999999,1.0,0.1
hard_10,94,ds,0.0006405000000000001,0.9999999999999999,1.0,0.1
hard_10,94,pec,0.0010810264458508967,0.9999999999999999,1.0,0.1
hard_10,95,mv,0.0013366666666666672,0.9999999999999999,1.0,0.1
hard_10,95,ds,0.0005158333333333342,0.9999999999999999,1.0,0.1
hard_10,95,pec,0.0009243990875967319,0.9999999999999999,1.0,0.1
hard_10,96,mv,0.0019138333333333318,0.9999999999999999,1.0,0.1
hard_10,96,ds,0.000724666666666668,0.9999999999999999,1.0,0.1
hard_10,96,pec,0.001324215918102613,0.9999999999999999,1.0,0.1
hard_10,97,mv,0.0018356666666666658,0.9999999999999999,1.0,0.1
hard_10,97,ds,0.0007600000000000003,0.9999999999999999,1.0,0.1
hard_10,97,pec,0.0013363403253520056,0.9999999999999999,1.0,0.1
hard_10,98,mv,0.0024856666666666655,0.9999999999999999,1.0,0.1
hard_10,98,ds,0.0012038333333333337,0.9999999999999999,1.0,0.1
hard_10,98,pec,0.0015390107490154976,0.9999999999999999,1.0,0.1
hard_10,99,mv,0.002041666666666666,0.9999999999999999,1.0,0.1
hard_10,99,ds,0.0007956666666666677,0.9999999999999999,1.0,0.1
hard_10,99,pec,0.0012933866433511567,0.9999999999999999,1.0,0.1
hard_20,0,mv,0.0029838333333333327,0.9999999999999999,1.0,0.2
hard_20,0,ds,0.0018726666666666668,0.9999999999999999,1.0,0.2
hard_20,0,pec,0.002711479393664706,0.9999999999999999,1.0,0.2
hard_20,1,mv,0.004593833333333331,0.9999999999999999,1.0,0.2
hard_20,1,ds,0.002190166666666667,0.9999999999999999,1.0,0.2
hard_20,1,pec,0.003477571129177289,0.9999999999999999,1.0,0.2
hard_20,2,mv,0.002868166666666667,0.9999999999999999,1.0,0.2
hard_20,2,ds,0.0014103333333333338,0.9999999999999999,1.0,0.2
hard_20,2,pec,0.0020144363446494323,0.9999999999999999,1.0,0.2
hard_20,3,mv,0.0027658333333333324,0.9999999999999999,1.0,0.2
hard_20,3,ds,0.0013328333333333328,0.9999999999999999,1.0,0.2
hard_20,3,pec,0.0018084855420412674,0.9999999999999999,1.0,0.2
hard_20,4,mv,0.003962499999999998,0.9999999999999999,1.0,0.2
hard_20,4,ds,0.0018893333333333342,0.9999999999999999,1.0,0.2
hard_20,4,pec,0.0031004802558594453,0.9999999999999999,1.0,0.2
hard_20,5,mv,0.0020755000000000005,0.9999999999999999,1.0,0.2
hard_20,5,ds,0.001236,0.9999999999999999,1.0,0.2
hard_20,5,pec,0.0023553209814255378,0.9999999999999999,1.0,0.2
hard_20,6,mv,0.0022728333333333337,0.9999999999999999,1.0,0.2
hard_20,6,ds,0.001571333333333334,0.9999999999999999,1.0,0.2
hard_20,6,pec,0.0029397307186858437,0.9999999999999999,1.0,0.2
hard_20,7,mv,0.001820833333333334,0.9999999999999999,1.0,0.2
hard_20,7,ds,0.0008466666666666669,0.9999999999999999,1.0,0.2
hard_20,7,pec,0.0015375796610172623,0.9999999999999999,1.0,0.2
hard_20,8,mv,0.002591,0.9999999999999999,1.0,0.2
hard_20,8,ds,0.0019326666666666683,0.9999999999999999,1.0,0.2
hard_20,8,pec,0.0026391137788005646,0.9999999999999999,1.0,0.2
hard_20,9,mv,0.002310333333333333,0.9999999999999999,1.0,0.2
hard_20,9,ds,0.0014510000000000002,0.9999999999999999,1.0,0.2
hard_20,9,pec,0.002164063572537304,0.9999999999999999,1.0,0.2
hard_20,10,mv,0.0027346666666666665,0.9999999999999999,1.0,0.2
hard_20,10,ds,0.002347499999999999,0.9999999999999999,1.0,0.2
hard_20,10,pec,0.003122264487279241,0.9999999999999999,1.0,0.2
hard_20,11,mv,0.0030803333333333303,0.9999999999999999,1.0,0.2
hard_20,11,ds,0.0017303333333333311,0.9999999999999999,1.0,0.2
hard_20,11,pec,0.0024121634000677785,0.9999999999999999,1.0,0.2
hard_20,12,mv,0.0029316666666666645,0.9999999999999999,1.0,0.2
hard_20,12,ds,0.0014395000000000005,0.9999999999999999,1.0,0.2
hard_20,12,pec,0.0021034251191870443,0.9999999999999999,1.0,0.2
hard_20,13,mv,0.0026475,0.9999999999999999,1.0,0.2
hard_20,13,ds,0.001453833333333334,0.9999999999999999,1.0,0.2
hard_20,13,pec,0.002305974295823116,0.9999999999999999,1.0,0.2
hard_20,14,mv,0.002165999999999998,0.9999999999999999,1.0,0.2
hard_20,14,ds,0.0015651666666666667,0.9999999999999999,1.0,0.2
hard_20,14,pec,0.0023855597619799832,0.9999999999999999,1.0,0.2
hard_20,15,mv,0.0026625000000000017,0.9999999999999999,1.0,0.2
hard_20,15,ds,0.001405333333333335,0.9999999999999999,1.0,0.2
hard_20,15,pec,0.002268453176162203,0.9999999999999999,1.0,0.2
hard_20,16,mv,0.0025051666666666647,0.9999999999999999,1.0,0.2
hard_20,16,ds,0.0018169999999999985,0.9999999999999999,1.0,0.2
hard_20,16,pec,0.00281636376640014,0.9999999999999999,1.0,0.2
hard_20,17,mv,0.0024440000000000004,0.9999999999999999,1.0,0.2
hard_20,17,ds,0.0012516666666666679,0.9999999999999999,1.0,0.2
hard_20,17,pec,0.0017815448693008298,0.9999999999999999,1.0,0.2
hard_20,18,mv,0.002376166666666667,0.9999999999999999,1.0,0.2
hard_20,18,ds,0.0010664999999999997,0.9999999999999999,1.0,0.2
hard_20,18,pec,0.0020773965228478024,0.9999999999999999,1.0,0.2
hard_20,19,mv,0.003088166666666664,0.8666666666666666,0.9333333333333333,0.2
hard_20,19,ds,0.0018856666666666633,0.9999999999999999,1.0,0.2
hard_20,19,pec,0.0030488076202310793,0.9999999999999999,1.0,0.2
hard_20,20,mv,0.0025529999999999993,0.9999999999999999,1.0,0.2
hard_20,20,ds,0.0009528333333333324,0.9999999999999999,1.0,0.2
hard_20,20,pec,0.0013376783740331928,0.9999999999999999,1.0,0.2
hard_20,21,mv,0.0020824999999999997,0.9999999999999999,1.0,0.2
hard_20,21,ds,0.0008280000000000015,0.9999999999999999,1.0,0.2
hard_20,21,pec,0.0013009789050909219,0.9999999999999999,1.0,0.2
hard_20,22,mv,0.002535333333333331,0.9999999999999999,1.0,0.2
hard_20,22,ds,0.0011053333333333334,0.9999999999999999,1.0,0.2
hard_20,22,pec,0.0018347263121076156,0.9999999999999999,1.0,0.2
hard_20,23,mv,0.0024258333333333332,0.9999999999999999,1.0,0.2
hard_20,23,ds,0.0013120000000000007,0.9999999999999999,1.0,0.2
hard_20,23,pec,0.0021772910785305406,0.9999999999999999,1.0,0.2
hard_20,24,mv,0.0027346666666666665,0.9999999999999999,1.0,0.2
hard_20,24,ds,0.0014683333333333328,0.9999999999999999,1.0,0.2
hard_20,24,pec,0.002087893758704772,0.9999999999999999,1.0,0.2
hard_20,25,mv,0.0028464999999999983,0.9999999999999999,1.0,0.2
hard_20,25,ds,0.0015590000000000007,0.9999999999999999,1.0,0.2
hard_20,25,pec,0.0023812734935502664,0.9999999999999999,1.0,0.2
hard_20,26,mv,0.002327666666666667,0.9999999999999999,1.0,0.2
hard_20,26,ds,0.0014279999999999996,0.9999999999999999,1.0,0.2
hard_20,26,pec,0.0023810384224269786,0.9999999999999999,1.0,0.2
hard_20,27,mv,0.002577000000000002,0.9999999999999999,1.0,0.2
hard_20,27,ds,0.001957666666666669,0.9999999999999999,1.0,0.2
hard_20,27,pec,0.0028369162942313932,0.9999999999999999,1.0,0.2
hard_20,28,mv,0.002923666666666665,0.9999999999999999,1.0,0.2
hard_20,28,ds,0.0017329999999999995,0.9999999999999999,1.0,0.2
hard_20,28,pec,0.0022850430300169837,0.9999999999999999,1.0,0.2
hard_20,29,mv,0.001944000000000001,0.8666666666666666,0.9333333333333333,0.2
hard_20,29,ds,0.0012270000000000013,0.9999999999999999,1.0,0.2
hard_20,29,pec,0.0022313387698756557,0.9999999999999999,1.0,0.2
hard_20,30,mv,0.0035295000000000044,0.9999999999999999,1.0,0.2
hard_20,30,ds,0.0018085000000000035,0.8666666666666666,0.9333333333333333,0.2
hard_20,30,pec,0.0026187323877970986,0.8666666666666666,0.9333333333333333,0.2
hard_20,31,mv,0.002947333333333333,0.9999999999999999,1.0,0.2
hard_20,31,ds,0.0019523333333333337,0.9999999999999999,1.0,0.2
hard_20,31,pec,0.0027177181560141465,0.9999999999999999,1.0,0.2
hard_20,32,mv,0.002329833333333332,0.9999999999999999,1.0,0.2
hard_20,32,ds,0.0021958333333333326,0.9999999999999999,1.0,0.2
hard_20,32,pec,0.002451793888931277,0.9999999999999999,1.0,0.2
hard_20,33,mv,0.002535666666666665,0.9999999999999999,1.0,0.2
hard_20,33,ds,0.002175499999999998,0.9999999999999999,1.0,0.2
hard_20,33,pec,0.003117320092792251,0.9999999999999999,1.0,0.2
hard_20,34,mv,0.002874333333333334,0.9999999999999999,1.0,0.2
hard_20,34,ds,0.0014791666666666662,0.9999999999999999,1.0,0.2
hard_20,34,pec,0.0025633821005011195,0.9999999999999999,1.0,0.2
hard_20,35,mv,0.0022373333333333325,0.9999999999999999,1.0,0.2
hard_20,35,ds,0.0015065000000000002,0.9999999999999999,1.0,0.2
hard_20,35,pec,0.0021767677960620392,0.9999999999999999,1.0,0.2
hard_20,36,mv,0.003329333333333333,0.9999999999999999,1.0,0.2
hard_20,36,ds,0.0015236666666666662,0.9999999999999999,1.0,0.2
hard_20,36,pec,0.0025444989531857912,0.9999999999999999,1.0,0.2
hard_20,37,mv,0.0026678333333333315,0.9999999999999999,1.0,0.2
hard_20,37,ds,0.0016245000000000012,0.9999999999999999,1.0,0.2
hard_20,37,pec,0.0025167574341892636,0.9999999999999999,1.0,0.2
hard_20,38,mv,0.002850666666666666,0.9999999999999999,1.0,0.2
hard_20,38,ds,0.001690333333333333,0.9999999999999999,1.0,0.2
hard_20,38,pec,0.0023605737206802762,0.9999999999999999,1.0,0.2
hard_20,39,mv,0.001994333333333332,0.9999999999999999,1.0,0.2
hard_20,39,ds,0.0010013333333333324,0.9999999999999999,1.0,0.2
hard_20,39,pec,0.0018848937409742617,0.9999999999999999,1.0,0.2
hard_20,40,mv,0.0022378333333333347,0.9999999999999999,1.0,0.2
hard_20,40,ds,0.0009973333333333344,0.9999999999999999,1.0,0.2
hard_20,40,pec,0.001549970670112732,0.9999999999999999,1.0,0.2
hard_20,41,mv,0.0029288333333333354,0.9999999999999999,1.0,0.2
hard_20,41,ds,0.0020463333333333345,0.9999999999999999,1.0,0.2
hard_20,41,pec,0.003236291214029604,0.9999999999999999,1.0,0.2
hard_20,42,mv,0.002842500000000001,0.9999999999999999,1.0,0.2
hard_20,42,ds,0.002082499999999999,0.9999999999999999,1.0,0.2
hard_20,42,pec,0.0032102726705071903,0.9999999999999999,1.0,0.2
hard_20,43,mv,0.0025336666666666667,0.9999999999999999,1.0,0.2
hard_20,43,ds,0.0016704999999999992,0.9999999999999999,1.0,0.2
hard_20,43,pec,0.0023336128667834815,0.9999999999999999,1.0,0.2
hard_20,44,mv,0.002009666666666668,0.9999999999999999,1.0,0.2
hard_20,44,ds,0.0011378333333333347,0.9999999999999999,1.0,0.2
hard_20,44,pec,0.0018379675059384936,0.9999999999999999,1.0,0.2
hard_20,45,mv,0.0024051666666666696,0.9999999999999999,1.0,0.2
hard_20,45,ds,0.0009303333333333342,0.9999999999999999,1.0,0.2
hard_20,45,pec,0.0016376694573430864,0.9999999999999999,1.0,0.2
hard_20,46,mv,0.002278333333333335,0.9999999999999999,1.0,0.2
hard_20,46,ds,0.001069833333333334,0.9999999999999999,1.0,0.2
hard_20,46,pec,0.0018140201870715893,0.9999999999999999,1.0,0.2
hard_20,47,mv,0.003085499999999998,0.9999999999999999,1.0,0.2
hard_20,47,ds,0.0026319999999999976,0.9999999999999999,1.0,0.2
hard_20,47,pec,0.003564217120182084,0.9999999999999999,1.0,0.2
hard_20,48,mv,0.0020985,0.9999999999999999,1.0,0.2
hard_20,48,ds,0.0013943333333333336,0.9999999999999999,1.0,0.2
hard_20,48,pec,0.002106826053885822,0.9999999999999999,1.0,0.2
hard_20,49,mv,0.0020116666666666664,0.9999999999999999,1.0,0.2
hard_20,49,ds,0.0011221666666666674,0.9999999999999999,1.0,0.2
hard_20,49,pec,0.0021623535469690075,0.9999999999999999,1.0,0.2
hard_20,50,mv,0.0019616666666666667,0.9999999999999999,1.0,0.2
hard_20,50,ds,0.0011845000000000009,0.9999999999999999,1.0,0.2
hard_20,50,pec,0.0020219841626050324,0.9999999999999999,1.0,0.2
hard_20,51,mv,0.002587833333333332,0.9999999999999999,1.0,0.2
hard_20,51,ds,0.0015636666666666663,0.9999999999999999,1.0,0.2
hard_20,51,pec,0.002319452859232823,0.9999999999999999,1.0,0.2
