config,repetition,method,mse,kendall_tau,ranking_accuracy,labels_per_item
labels_5,58,mv,0.0031626666666666,1.0,1.0,5
labels_5,58,ds,0.0019851666666666,1.0,1.0,5
labels_5,58,pec,0.0031078956161429,1.0,1.0,5
labels_5,59,mv,0.0028418333333333,1.0,1.0,5
labels_5,59,ds,0.001612,1.0,1.0,5
labels_5,59,pec,0.0024114332283652,1.0,1.0,5
labels_5,60,mv,0.0020055,1.0,1.0,5
labels_5,60,ds,0.0008365,1.0,1.0,5
labels_5,60,pec,0.0013856625830931,1.0,1.0,5
labels_5,61,mv,0.0028824999999999,1.0,1.0,5
labels_5,61,ds,0.0014933333333333,1.0,1.0,5
labels_5,61,pec,0.0024157590338781,1.0,1.0,5
labels_5,62,mv,0.0030865,1.0,1.0,5
labels_5,62,ds,0.001888,1.0,1.0,5
labels_5,62,pec,0.0027745650141416,1.0,1.0,5
labels_5,63,mv,0.0017931666666666,1.0,1.0,5
labels_5,63,ds,0.0013905,1.0,1.0,5
labels_5,63,pec,0.0018529658669389,1.0,1.0,5
labels_5,64,mv,0.0020635,1.0,1.0,5
labels_5,64,ds,0.0016138333333333,1.0,1.0,5
labels_5,64,pec,0.0022798539146628,1.0,1.0,5
labels_5,65,mv,0.0027296666666666,1.0,1.0,5
labels_5,65,ds,0.0020668333333333,1.0,1.0,5
labels_5,65,pec,0.003542231858818,1.0,1.0,5
labels_5,66,mv,0.0014546666666666,1.0,1.0,5
labels_5,66,ds,0.0010058333333333,1.0,1.0,5
labels_5,66,pec,0.0012926585830935,1.0,1.0,5
labels_5,67,mv,0.0024991666666666,1.0,1.0,5
labels_5,67,ds,0.0016323333333333,1.0,1.0,5
labels_5,67,pec,0.0024617146458699,1.0,1.0,5
labels_5,68,mv,0.0032638333333333,1.0,1.0,5
labels_5,68,ds,0.0027258333333333,1.0,1.0,5
labels_5,68,pec,0.0035610604745428,1.0,1.0,5
labels_5,69,mv,0.0027198333333333,1.0,1.0,5
labels_5,69,ds,0.0014991666666666,1.0,1.0,5
labels_5,69,pec,0.0022398571645557,1.0,1.0,5
labels_5,70,mv,0.0028311666666666,1.0,1.0,5
labels_5,70,ds,0.0015554999999999,1.0,1.0,5
labels_5,70,pec,0.0028487429430498,1.0,1.0,5
labels_5,71,mv,0.002959,1.0,1.0,5
labels_5,71,ds,0.0022723333333333,1.0,1.0,5
labels_5,71,pec,0.0031243276005869,1.0,1.0,5
labels_5,72,mv,0.002404,1.0,1.0,5
labels_5,72,ds,0.0014646666666666,1.0,1.0,5
labels_5,72,pec,0.0017992700923854,1.0,1.0,5
labels_5,73,mv,0.0021751666666666,1.0,1.0,5
labels_5,73,ds,0.0016056666666666,1.0,1.0,5
labels_5,73,pec,0.0023267012826853,1.0,1.0,5
labels_5,74,mv,0.0023033333333333,1.0,1.0,5
labels_5,74,ds,0.0010806666666666,1.0,1.0,5
labels_5,74,pec,0.0018902583705119,1.0,1.0,5
labels_5,75,mv,0.0029543333333333,1.0,1.0,5
labels_5,75,ds,0.0021356666666666,1.0,1.0,5
labels_5,75,pec,0.0029683064423949,1.0,1.0,5
labels_5,76,mv,0.0026091666666666,1.0,1.0,5
labels_5,76,ds,0.001548,1.0,1.0,5
labels_5,76,pec,0.0020764396338757,1.0,1.0,5
labels_5,77,mv,0.0031681666666666,1.0,1.0,5
labels_5,77,ds,0.0010983333333333,1.0,1.0,5
labels_5,77,pec,0.0023223634511796,1.0,1.0,5
labels_5,78,mv,0.0019383333333333,1.0,1.0,5
labels_5,78,ds,0.001878,1.0,1.0,5
labels_5,78,pec,0.0027467053570141,1.0,1.0,5
labels_5,79,mv,0.0031029999999999,1.0,1.0,5
labels_5,79,ds,0.0015459999999999,1.0,1.0,5
labels_5,79,pec,0.0022688504956853,1.0,1.0,5
labels_5,80,mv,0.0023448333333333,1.0,1.0,5
labels_5,80,ds,0.0011406666666666,1.0,1.0,5
labels_5,80,pec,0.00174933058,1.0,1.0,5
labels_5,81,mv,0.0030433333333333,1.0,1.0,5
labels_5,81,ds,0.0016986666666666,1.0,1.0,5
labels_5,81,pec,0.0023145896507851,1.0,1.0,5
labels_5,82,mv,0.0026049999999999,1.0,1.0,5
labels_5,82,ds,0.0013576666666666,1.0,1.0,5
labels_5,82,pec,0.0022069238298482,1.0,1.0,5
labels_5,83,mv,0.0022715,1.0,1.0,5
labels_5,83,ds,0.0011058333333333,1.0,1.0,5
labels_5,83,pec,0.0016489436930412,1.0,1.0,5
labels_5,84,mv,0.0028706666666666,1.0,1.0,5
labels_5,84,ds,0.0018781666666666,1.0,1.0,5
labels_5,84,pec,0.0026712322187751,1.0,1.0,5
labels_5,85,mv,0.0027065,1.0,1.0,5
labels_5,85,ds,0.0015041666666666,1.0,1.0,5
labels_5,85,pec,0.0024675819311153,1.0,1.0,5
labels_5,86,mv,0.0031173333333333,1.0,1.0,5
labels_5,86,ds,0.0019364999999999,0.8666666666666666,0.9333333333333332,5
labels_5,86,pec,0.0023355336153736,0.8666666666666666,0.9333333333333332,5
labels_5,87,mv,0.0024743333333333,1.0,1.0,5
labels_5,87,ds,0.0011864999999999,1.0,1.0,5
labels_5,87,pec,0.0018899413202429,1.0,1.0,5
labels_5,88,mv,0.0025203333333333,1.0,1.0,5
labels_5,88,ds,0.0011048333333333,1.0,1.0,5
labels_5,88,pec,0.0017805600904565,1.0,1.0,5
labels_5,89,mv,0.0025578333333333,1.0,1.0,5
labels_5,89,ds,0.0022531666666666,1.0,1.0,5
labels_5,89,pec,0.0025402542955897,1.0,1.0,5
labels_5,90,mv,0.0024661666666666,1.0,1.0,5
labels_5,90,ds,0.0012996666666666,1.0,1.0,5
labels_5,90,pec,0.0022338494084941,1.0,1.0,5
labels_5,91,mv,0.0023511666666666,1.0,1.0,5
labels_5,91,ds,0.0018249999999999,1.0,1.0,5
labels_5,91,pec,0.0026417607669599,1.0,1.0,5
labels_5,92,mv,0.0024491666666666,1.0,1.0,5
labels_5,92,ds,0.0016496666666666,1.0,1.0,5
labels_5,92,pec,0.0024281386988089,1.0,1.0,5
labels_5,93,mv,0.0031008333333333,1.0,1.0,5
labels_5,93,ds,0.0017095,1.0,1.0,5
labels_5,93,pec,0.0025947209957792,1.0,1.0,5
labels_5,94,mv,0.0026238333333333,1.0,1.0,5
labels_5,94,ds,0.0012521666666666,1.0,1.0,5
labels_5,94,pec,0.0021236946439662,1.0,1.0,5
labels_5,95,mv,0.002397,1.0,1.0,5
labels_5,95,ds,0.0012178333333333,1.0,1.0,5
labels_5,95,pec,0.0019320260471371,1.0,1.0,5
labels_5,96,mv,0.0035916666666666,0.8666666666666666,0.9333333333333332,5
labels_5,96,ds,0.0019881666666666,1.0,1.0,5
labels_5,96,pec,0.0027540135014843,1.0,1.0,5
labels_5,97,mv,0.0030589999999999,1.0,1.0,5
labels_5,97,ds,0.0022456666666666,1.0,1.0,5
labels_5,97,pec,0.0030892842722578,1.0,1.0,5
labels_5,98,mv,0.0033096666666666,1.0,1.0,5
labels_5,98,ds,0.001781,1.0,1.0,5
labels_5,98,pec,0.0025444871467981,1.0,1.0,5
labels_5,99,mv,0.0033306666666666,1.0,1.0,5
labels_5,99,ds,0.0021346666666666,1.0,1.0,5
labels_5,99,pec,0.0029171992734414,1.0,1.0,5
labels_7,0,mv,0.0014901666666666,1.0,1.0,7
labels_7,0,ds,0.0006803333333333,1.0,1.0,7
labels_7,0,pec,0.0011319642612792,1.0,1.0,7
labels_7,1,mv,0.0016498333333333,1.0,1.0,7
labels_7,1,ds,0.0008836666666666,1.0,1.0,7
labels_7,1,pec,0.0012230606613148,1.0,1.0,7
labels_7,2,mv,0.0021023333333333,1.0,1.0,7
labels_7,2,ds,0.0010646666666666,1.0,1.0,7
labels_7,2,pec,0.0013499960091292,1.0,1.0,7
labels_7,3,mv,0.0016703333333333,1.0,1.0,7
labels_7,3,ds,0.0011188333333333,1.0,1.0,7
labels_7,3,pec,0.0016230115235768,1.0,1.0,7
labels_7,4,mv,0.0023086666666666,1.0,1.0,7
labels_7,4,ds,0.0012706666666666,1.0,1.0,7
labels_7,4,pec,0.001878206631113,1.0,1.0,7
labels_7,5,mv,0.0018676666666666,1.0,1.0,7
labels_7,5,ds,0.0014383333333333,1.0,1.0,7
labels_7,5,pec,0.0016565945140721,1.0,1.0,7
labels_7,6,mv,0.0023165,1.0,1.0,7
labels_7,6,ds,0.0013535,1.0,1.0,7
labels_7,6,pec,0.0018837476866099,1.0,1.0,7
labels_7,7,mv,0.0011575,1.0,1.0,7
labels_7,7,ds,0.000537,1.0,1.0,7
labels_7,7,pec,0.0007935645311808,1.0,1.0,7
labels_7,8,mv,0.0022786666666666,1.0,1.0,7
labels_7,8,ds,0.0012536666666666,1.0,1.0,7
labels_7,8,pec,0.0017434037431436,1.0,1.0,7
labels_7,9,mv,0.0017456666666666,1.0,1.0,7
labels_7,9,ds,0.001032,1.0,1.0,7
labels_7,9,pec,0.0015409560286313,1.0,1.0,7
labels_7,10,mv,0.0017514999999999,1.0,1.0,7
labels_7,10,ds,0.0007409999999999,1.0,1.0,7
labels_7,10,pec,0.001300769083246,1.0,1.0,7
labels_7,11,mv,0.0017101666666666,1.0,1.0,7
labels_7,11,ds,0.0011841666666666,1.0,1.0,7
labels_7,11,pec,0.0015973465832427,1.0,1.0,7
labels_7,12,mv,0.001659,1.0,1.0,7
labels_7,12,ds,0.001257,1.0,1.0,7
labels_7,12,pec,0.0015757374942882,1.0,1.0,7
labels_7,13,mv,0.0021438333333333,1.0,1.0,7
labels_7,13,ds,0.001342,1.0,1.0,7
labels_7,13,pec,0.0019247579019562,1.0,1.0,7
labels_7,14,mv,0.0016873333333333,1.0,1.0,7
labels_7,14,ds,0.0007753333333333,1.0,1.0,7
labels_7,14,pec,0.001177928908038,1.0,1.0,7
labels_7,15,mv,0.0018653333333333,1.0,1.0,7
labels_7,15,ds,0.0010216666666666,1.0,1.0,7
labels_7,15,pec,0.0017340504666487,1.0,1.0,7
labels_7,16,mv,0.0022478333333333,1.0,1.0,7
labels_7,16,ds,0.0013249999999999,1.0,1.0,7
labels_7,16,pec,0.0014112429692254,1.0,1.0,7
labels_7,17,mv,0.001673,1.0,1.0,7
labels_7,17,ds,0.0006918333333333,1.0,1.0,7
labels_7,17,pec,0.0011881242795335,1.0,1.0,7
labels_7,18,mv,0.0015964999999999,1.0,1.0,7
labels_7,18,ds,0.0011641666666666,1.0,1.0,7
labels_7,18,pec,0.0016007856400735,1.0,1.0,7
labels_7,19,mv,0.0016623333333333,1.0,1.0,7
labels_7,19,ds,0.0012285,1.0,1.0,7
labels_7,19,pec,0.0017451930766589,1.0,1.0,7
labels_7,20,mv,0.0013716666666666,1.0,1.0,7
labels_7,20,ds,0.0007158333333333,1.0,1.0,7
labels_7,20,pec,0.0010959965216808,1.0,1.0,7
labels_7,21,mv,0.0013286666666666,1.0,1.0,7
labels_7,21,ds,0.000803,0.8666666666666666,0.9333333333333332,7
labels_7,21,pec,0.0012018828226403,0.8666666666666666,0.9333333333333332,7
labels_7,22,mv,0.0025113333333333,1.0,1.0,7
labels_7,22,ds,0.0014451666666666,1.0,1.0,7
labels_7,22,pec,0.0018161960799103,1.0,1.0,7
labels_7,23,mv,0.0016745,1.0,1.0,7
labels_7,23,ds,0.0008456666666666,1.0,1.0,7
labels_7,23,pec,0.0014973572670395,1.0,1.0,7
labels_7,24,mv,0.0012823333333333,1.0,1.0,7
labels_7,24,ds,0.0007965,1.0,1.0,7
labels_7,24,pec,0.0013142421133108,1.0,1.0,7
labels_7,25,mv,0.0026819999999999,1.0,1.0,7
labels_7,25,ds,0.0016253333333333,1.0,1.0,7
labels_7,25,pec,0.0021610901218139,1.0,1.0,7
labels_7,26,mv,0.0019513333333333,1.0,1.0,7
labels_7,26,ds,0.0013116666666666,1.0,1.0,7
labels_7,26,pec,0.001624770263563,1.0,1.0,7
labels_7,27,mv,0.0013996666666666,1.0,1.0,7
labels_7,27,ds,0.00093,1.0,1.0,7
labels_7,27,pec,0.0011795799909179,1.0,1.0,7
labels_7,28,mv,0.0014644999999999,1.0,1.0,7
labels_7,28,ds,0.0009225,1.0,1.0,7
labels_7,28,pec,0.0012117164607513,1.0,1.0,7
labels_7,29,mv,0.0012145,1.0,1.0,7
labels_7,29,ds,0.0008746666666666,1.0,1.0,7
labels_7,29,pec,0.0012587034723455,1.0,1.0,7
labels_7,30,mv,0.0022286666666666,0.8666666666666666,0.9333333333333332,7
labels_7,30,ds,0.0010971666666666,0.8666666666666666,0.9333333333333332,7
labels_7,30,pec,0.0015473467467224,0.8666666666666666,0.9333333333333332,7
labels_7,31,mv,0.0015183333333333,0.8666666666666666,0.9333333333333332,7
labels_7,31,ds,0.0007633333333333,1.0,1.0,7
labels_7,31,pec,0.0011925362584267,1.0,1.0,7
labels_7,32,mv,0.0015153333333333,1.0,1.0,7
labels_7,32,ds,0.000966,1.0,1.0,7
labels_7,32,pec,0.0014106401065416,1.0,1.0,7
labels_7,33,mv,0.0015966666666666,1.0,1.0,7
labels_7,33,ds,0.0005468333333333,1.0,1.0,7
labels_7,33,pec,0.0010536387065033,1.0,1.0,7
labels_7,34,mv,0.0026978333333333,1.0,1.0,7
labels_7,34,ds,0.0017476666666666,1.0,1.0,7
labels_7,34,pec,0.0020993613962763,1.0,1.0,7
labels_7,35,mv,0.0010578333333333,1.0,1.0,7
labels_7,35,ds,0.000798,1.0,1.0,7
labels_7,35,pec,0.0013543599339184,1.0,1.0,7
labels_7,36,mv,0.0017185,1.0,1.0,7
labels_7,36,ds,0.0008256666666666,1.0,1.0,7
labels_7,36,pec,0.0013459602237025,1.0,1.0,7
labels_7,37,mv,0.0019351666666666,1.0,1.0,7
labels_7,37,ds,0.0008546666666666,1.0,1.0,7
labels_7,37,pec,0.0011073238737195,1.0,1.0,7
labels_7,38,mv,0.0013353333333333,1.0,1.0,7
labels_7,38,ds,0.0005511666666666,1.0,1.0,7
labels_7,38,pec,0.000853803132068,1.0,1.0,7
labels_7,39,mv,0.0016198333333333,1.0,1.0,7
labels_7,39,ds,0.0010284999999999,1.0,1.0,7
labels_7,39,pec,0.0015298154251262,1.0,1.0,7
labels_7,40,mv,0.0014845,1.0,1.0,7
labels_7,40,ds,0.0004985,1.0,1.0,7
labels_7,40,pec,0.0007964612744538,1.0,1.0,7
labels_7,41,mv,0.0020325,1.0,1.0,7
labels_7,41,ds,0.001111,1.0,1.0,7
labels_7,41,pec,0.0015480489666897,1.0,1.0,7
labels_7,42,mv,0.0018611666666666,1.0,1.0,7
labels_7,42,ds,0.001364,1.0,1.0,7
labels_7,42,pec,0.0016711109904845,1.0,1.0,7
labels_7,43,mv,0.0021694999999999,1.0,1.0,7
labels_7,43,ds,0.0019,1.0,1.0,7
labels_7,43,pec,0.0024496030717712,1.0,1.0,7
labels_7,44,mv,0.0016673333333333,1.0,1.0,7
labels_7,44,ds,0.0011406666666666,1.0,1.0,7
labels_7,44,pec,0.0014022660833672,1.0,1.0,7
labels_7,45,mv,0.001305,1.0,1.0,7
labels_7,45,ds,0.0008996666666666,1.0,1.0,7
labels_7,45,pec,0.0012404222139616,1.0,1.0,7
labels_7,46,mv,0.0015753333333333,1.0,1.0,7
labels_7,46,ds,0.0007795,1.0,1.0,7
labels_7,46,pec,0.0012520401831814,1.0,1.0,7
labels_7,47,mv,0.0021356666666666,1.0,1.0,7
labels_7,47,ds,0.0013623333333333,1.0,1.0,7
labels_7,47,pec,0.0019005669318787,1.0,1.0,7
labels_7,48,mv,0.0020506666666666,1.0,1.0,7
labels_7,48,ds,0.0013801666666666,1.0,1.0,7
labels_7,48,pec,0.0018100290508286,1.0,1.0,7
labels_7,49,mv,0.0015301666666666,1.0,1.0,7
labels_7,49,ds,0.0008848333333333,1.0,1.0,7
labels_7,49,pec,0.0012044784022774,1.0,1.0,7
labels_7,50,mv,0.0011473333333333,1.0,1.0,7
labels_7,50,ds,0.0004151666666666,1.0,1.0,7
labels_7,50,pec,0.0007208814877105,1.0,1.0,7
labels_7,51,mv,0.0014716666666666,1.0,1.0,7
labels_7,51,ds,0.0007743333333333,1.0,1.0,7
labels_7,51,pec,0.0012853181142023,1.0,1.0,7
labels_7,52,mv,0.0015935,1.0,1.0,7
labels_7,52,ds,0.0009471666666666,1.0,1.0,7
labels_7,52,pec,0.0016036564512539,1.0,1.0,7
labels_7,53,mv,0.0010644999999999,1.0,1.0,7
labels_7,53,ds,0.0007561666666666,1.0,1.0,7
labels_7,53,pec,0.0009475998537372,1.0,1.0,7
labels_7,54,mv,0.0014203333333333,1.0,1.0,7
labels_7,54,ds,0.000982,1.0,1.0,7
labels_7,54,pec,0.0013774642817569,1.0,1.0,7
labels_7,55,mv,0.0015216666666666,1.0,1.0,7
labels_7,55,ds,0.0013023333333333,1.0,1.0,7
labels_7,55,pec,0.0015615888330433,1.0,1.0,7
labels_7,56,mv,0.0013365,1.0,1.0,7
labels_7,56,ds,0.0007261666666666,1.0,1.0,7
labels_7,56,pec,0.0010546688476843,1.0,1.0,7
labels_7,57,mv,0.0013478333333333,1.0,1.0,7
labels_7,57,ds,0.0009091666666666,1.0,1.0,7
labels_7,57,pec,0.0012488141685034,1.0,1.0,7
labels_7,58,mv,0.0021489999999999,0.8666666666666666,0.9333333333333332,7
labels_7,58,ds,0.0013398333333333,0.8666666666666666,0.9333333333333332,7
labels_7,58,pec,0.0018411716062867,0.8666666666666666,0.9333333333333332,7
labels_7,59,mv,0.0023209999999999,1.0,1.0,7
labels_7,59,ds,0.0019774999999999,1.0,1.0,7
labels_7,59,pec,0.0023754043297651,1.0,1.0,7
labels_7,60,mv,0.0014211666666666,1.0,1.0,7
labels_7,60,ds,0.0009626666666666,1.0,1.0,7
labels_7,60,pec,0.0014302408412382,1.0,1.0,7
labels_7,61,mv,0.002576,1.0,1.0,7
labels_7,61,ds,0.0012621666666666,1.0,1.0,7
labels_7,61,pec,0.0016889109376451,1.0,1.0,7
labels_7,62,mv,0.0017741666666666,1.0,1.0,7
labels_7,62,ds,0.0010563333333333,1.0,1.0,7
labels_7,62,pec,0.0013747397709573,1.0,1.0,7
labels_7,63,mv,0.0014478333333333,1.0,1.0,7
labels_7,63,ds,0.0009108333333333,1.0,1.0,7
labels_7,63,pec,0.0011522735505529,1.0,1.0,7
labels_7,64,mv,0.0028798333333333,1.0,1.0,7
labels_7,64,ds,0.0012224999999999,1.0,1.0,7
labels_7,64,pec,0.0015379713477913,1.0,1.0,7
labels_7,65,mv,0.001965,1.0,1.0,7
labels_7,65,ds,0.0010916666666666,1.0,1.0,7
labels_7,65,pec,0.0017210728810908,1.0,1.0,7
labels_7,66,mv,0.0009516666666666,1.0,1.0,7
labels_7,66,ds,0.0004351666666666,1.0,1.0,7
labels_7,66,pec,0.000779816031801,1.0,1.0,7
labels_7,67,mv,0.001392,1.0,1.0,7
labels_7,67,ds,0.0007503333333333,1.0,1.0,7
labels_7,67,pec,0.0010619436580269,1.0,1.0,7
labels_7,68,mv,0.0022028333333333,1.0,1.0,7
labels_7,68,ds,0.0011971666666666,1.0,1.0,7
labels_7,68,pec,0.001903739817332,1.0,1.0,7
labels_7,69,mv,0.001763,1.0,1.0,7
labels_7,69,ds,0.0011406666666666,1.0,1.0,7
labels_7,69,pec,0.0014978724038026,1.0,1.0,7
labels_7,70,mv,0.0019303333333333,1.0,1.0,7
labels_7,70,ds,0.0008738333333333,1.0,1.0,7
labels_7,70,pec,0.0013498051616441,1.0,1.0,7
labels_7,71,mv,0.0016165,1.0,1.0,7
labels_7,71,ds,0.0012281666666666,1.0,1.0,7
labels_7,71,pec,0.001626936420264,1.0,1.0,7
labels_7,72,mv,0.0020131666666666,1.0,1.0,7
labels_7,72,ds,0.0010603333333333,1.0,1.0,7
labels_7,72,pec,0.0013492270715615,1.0,1.0,7
labels_7,73,mv,0.0017383333333333,1.0,1.0,7
labels_7,73,ds,0.0010331666666666,1.0,1.0,7
labels_7,73,pec,0.0016393445467568,1.0,1.0,7
labels_7,74,mv,0.0021111666666666,1.0,1.0,7
labels_7,74,ds,0.001128,1.0,1.0,7
labels_7,74,pec,0.001412853512714,1.0,1.0,7
labels_7,75,mv,0.001472,1.0,1.0,7
labels_7,75,ds,0.0011924999999999,1.0,1.0,7
labels_7,75,pec,0.0016071848543366,1.0,1.0,7
labels_7,76,mv,0.0015911666666666,1.0,1.0,7
labels_7,76,ds,0.0009998333333333,1.0,1.0,7
labels_7,76,pec,0.0014008026403945,1.0,1.0,7
labels_7,77,mv,0.0014126666666666,1.0,1.0,7
labels_7,77,ds,0.0013339999999999,1.0,1.0,7
labels_7,77,pec,0.0018205641701065,1.0,1.0,7
labels_7,78,mv,0.0013359999999999,1.0,1.0,7
labels_7,78,ds,0.0007936666666666,1.0,1.0,7
labels_7,78,pec,0.0012792661509919,1.0,1.0,7
labels_7,79,mv,0.0013363333333333,1.0,1.0,7
labels_7,79,ds,0.0006139999999999,1.0,1.0,7
labels_7,79,pec,0.0010653227115167,1.0,1.0,7
labels_7,80,mv,0.0017181666666666,1.0,1.0,7
labels_7,80,ds,0.0007713333333333,1.0,1.0,7
labels_7,80,pec,0.0012440701503576,1.0,1.0,7
labels_7,81,mv,0.0020083333333333,1.0,1.0,7
labels_7,81,ds,0.0011349999999999,1.0,1.0,7
labels_7,81,pec,0.0015223263850061,1.0,1.0,7
labels_7,82,mv,0.0021611666666666,1.0,1.0,7
labels_7,82,ds,0.0011633333333333,1.0,1.0,7
labels_7,82,pec,0.0016484235614798,1.0,1.0,7
labels_7,83,mv,0.0017965,1.0,1.0,7
labels_7,83,ds,0.0009073333333333,1.0,1.0,7
labels_7,83,pec,0.0012887108181979,1.0,1.0,7
labels_7,84,mv,0.0012141666666666,1.0,1.0,7
labels_7,84,ds,0.0008333333333333,1.0,1.0,7
labels_7,84,pec,0.0013320769014829,1.0,1.0,7
labels_7,85,mv,0.0018238333333333,1.0,1.0,7
labels_7,85,ds,0.0009679999999999,1.0,1.0,7
labels_7,85,pec,0.0013621793920847,1.0,1.0,7
labels_7,86,mv,0.0012531666666666,1.0,1.0,7
labels_7,86,ds,0.0007221666666666,1.0,1.0,7
labels_7,86,pec,0.0010177795412669,1.0,1.0,7
labels_7,87,mv,0.0017374999999999,1.0,1.0,7
labels_7,87,ds,0.0009433333333333,1.0,1.0,7
labels_7,87,pec,0.0013562191851204,1.0,1.0,7
labels_7,88,mv,0.0013476666666666,1.0,1.0,7
labels_7,88,ds,0.0011911666666666,1.0,1.0,7
labels_7,88,pec,0.0014362206582366,1.0,1.0,7
labels_7,89,mv,0.0019439999999999,1.0,1.0,7
labels_7,89,ds,0.0010503333333333,0.8666666666666666,0.9333333333333332,7
labels_7,89,pec,0.0013485231701753,1.0,1.0,7
labels_7,90,mv,0.0016713333333333,1.0,1.0,7
labels_7,90,ds,0.0012813333333333,1.0,1.0,7
labels_7,90,pec,0.0017271700488591,1.0,1.0,7
labels_7,91,mv,0.0013651666666666,1.0,1.0,7
labels_7,91,ds,0.0006951666666666,1.0,1.0,7
labels_7,91,pec,0.0011128904399975,1.0,1.0,7
labels_7,92,mv,0.0012745,1.0,1.0,7
labels_7,92,ds,0.0007853333333333,1.0,1.0,7
labels_7,92,pec,0.0013604241499203,1.0,1.0,7
labels_7,93,mv,0.0022218333333333,1.0,1.0,7
labels_7,93,ds,0.0015161666666666,1.0,1.0,7
labels_7,93,pec,0.0017784653004561,1.0,1.0,7
labels_7,94,mv,0.0015898333333333,1.0,1.0,7
labels_7,94,ds,0.0009208333333333,1.0,1.0,7
labels_7,94,pec,0.0012905758421403,1.0,1.0,7
labels_7,95,mv,0.0013936666666666,1.0,1.0,7
labels_7,95,ds,0.0006356666666666,1.0,1.0,7
labels_7,95,pec,0.0009437243993277,1.0,1.0,7
labels_7,96,mv,0.0014723333333333,1.0,1.0,7
labels_7,96,ds,0.0010565,0.8666666666666666,0.9333333333333332,7
labels_7,96,pec,0.0015701238790309,0.8666666666666666,0.9333333333333332,7
labels_7,97,mv,0.0021888333333333,1.0,1.0,7
labels_7,97,ds,0.0009533333333333,1.0,1.0,7
labels_7,97,pec,0.0017007036819183,1.0,1.0,7
labels_7,98,mv,0.0021234999999999,1.0,1.0,7
labels_7,98,ds,0.0010604999999999,1.0,1.0,7
labels_7,98,pec,0.001378334964785,1.0,1.0,7
labels_7,99,mv,0.0016306666666666,1.0,1.0,7
labels_7,99,ds,0.0010885,1.0,1.0,7
labels_7,99,pec,0.001487180771026,1.0,1.0,7
labels_9,0,mv,0.0012273333333333,1.0,1.0,9
labels_9,0,ds,0.0004745,1.0,1.0,9
labels_9,0,pec,0.0007501996716773,1.0,1.0,9
labels_9,1,mv,0.0011245,1.0,1.0,9
labels_9,1,ds,0.0007458333333333,1.0,1.0,9
labels_9,1,pec,0.0011868437776449,1.0,1.0,9
labels_9,2,mv,0.0012088333333333,1.0,1.0,9
labels_9,2,ds,0.0008521666666666,0.8666666666666666,0.9333333333333332,9
labels_9,2,pec,0.0010791794116162,0.8666666666666666,0.9333333333333332,9
labels_9,3,mv,0.0013729999999999,1.0,1.0,9
labels_9,3,ds,0.0010513333333333,1.0,1.0,9
labels_9,3,pec,0.0013207781616083,1.0,1.0,9
labels_9,4,mv,0.0012146666666666,1.0,1.0,9
labels_9,4,ds,0.0006531666666666,1.0,1.0,9
labels_9,4,pec,0.0009045040556856,1.0,1.0,9
labels_9,5,mv,0.0007321666666666,1.0,1.0,9
labels_9,5,ds,0.0007186666666666,1.0,1.0,9
labels_9,5,pec,0.000883749419706,1.0,1.0,9
labels_9,6,mv,0.0010065,1.0,1.0,9
labels_9,6,ds,0.00073,1.0,1.0,9
labels_9,6,pec,0.0009825770174484,1.0,1.0,9
labels_9,7,mv,0.0009378333333333,1.0,1.0,9
labels_9,7,ds,0.000548,1.0,1.0,9
labels_9,7,pec,0.0005537361338365,1.0,1.0,9
labels_9,8,mv,0.000921,1.0,1.0,9
labels_9,8,ds,0.0005098333333333,1.0,1.0,9
labels_9,8,pec,0.000628534946118,1.0,1.0,9
labels_9,9,mv,0.000984,1.0,1.0,9
labels_9,9,ds,0.0005506666666666,1.0,1.0,9
labels_9,9,pec,0.0006949405886127,1.0,1.0,9
labels_9,10,mv,0.0008646666666666,1.0,1.0,9
labels_9,10,ds,0.0004343333333333,1.0,1.0,9
labels_9,10,pec,0.0007303639527038,1.0,1.0,9
labels_9,11,mv,0.0011654999999999,1.0,1.0,9
labels_9,11,ds,0.0006488333333333,1.0,1.0,9
labels_9,11,pec,0.0009387377172386,1.0,1.0,9
labels_9,12,mv,0.0008858333333333,1.0,1.0,9
labels_9,12,ds,0.0006583333333333,1.0,1.0,9
labels_9,12,pec,0.000968090094631,1.0,1.0,9
labels_9,13,mv,0.0013401666666666,1.0,1.0,9
labels_9,13,ds,0.0008743333333333,1.0,1.0,9
labels_9,13,pec,0.0011664209026108,1.0,1.0,9
labels_9,14,mv,0.0011138333333333,1.0,1.0,9
labels_9,14,ds,0.0005593333333333,1.0,1.0,9
labels_9,14,pec,0.0008524949894142,1.0,1.0,9
labels_9,15,mv,0.0011021666666666,1.0,1.0,9
labels_9,15,ds,0.0007953333333333,1.0,1.0,9
labels_9,15,pec,0.0010538027688439,1.0,1.0,9
labels_9,16,mv,0.0008171666666666,1.0,1.0,9
labels_9,16,ds,0.0005931666666666,1.0,1.0,9
labels_9,16,pec,0.0009374634809766,1.0,1.0,9
labels_9,17,mv,0.001151,1.0,1.0,9
labels_9,17,ds,0.0006603333333333,1.0,1.0,9
labels_9,17,pec,0.0008985736063084,1.0,1.0,9
labels_9,18,mv,0.0010166666666666,1.0,1.0,9
labels_9,18,ds,0.0005078333333333,1.0,1.0,9
labels_9,18,pec,0.0007883731934044,1.0,1.0,9
labels_9,19,mv,0.0012489999999999,1.0,1.0,9
